Match ID,Runs,Mins,Ball Faced,4s,6s,Strike Rate,Batting Position,Dismissal,Inns,Ground,Start Date,Match_Format,Opposition,Result
ODI # 3618 ,33,49,41,5,0,80.48,3,not out,2,Perth,28-Feb-15,ODI,U.A.E.,Win
ODI # 3625 ,33,51,36,5,0,91.66,3,caught,2,Perth,06-Mar-15,ODI,West Indies,Win
ODI # 3631 ,44,64,42,4,1,104.76,3,not out,2,Hamilton,10-Mar-15,ODI,Ireland,Win
ODI # 3636 ,38,71,48,4,0,79.16,3,bowled,2,Auckland,14-Mar-15,ODI,Zimbabwe,Win
ODI # 3641 ,3,6,8,0,0,37.5,3,caught,1,Melbourne,19-Mar-15,ODI,Bangladesh,Win
ODI # 3645 ,1,11,13,0,0,7.69,3,caught,2,Sydney,26-Mar-15,ODI,Australia,Lost
Test #2165 ,14,17,22,2,0,63.63,4,bowled,1,Fatullah,10-Jun-15,Test,Bangladesh,Drawn Match
ODI # 3658 ,1,9,4,0,0,25,3,caught,2,Mirpur,18-Jun-15,ODI,Bangladesh,Lost
ODI # 3660 ,23,57,27,3,1,85.18,3,lbw,1,Mirpur,21-Jun-15,ODI,Bangladesh,Lost
ODI # 3661 ,25,55,35,1,0,71.42,3,bowled,1,Mirpur,24-Jun-15,ODI,Bangladesh,Win
Test # 2176 ,103,266,191,11,0,53.92,4,lbw,2,Galle,12-Aug-15,Test,Sri Lanka,Lost
Test #2176 ,3,14,10,0,0,30,5,caught,4,Galle,12-Aug-15,Test,Sri Lanka,Lost
Test # 2177 ,78,178,107,8,1,72.89,4,caught,1,Colombo (PSS),20-Aug-15,Test,Sri Lanka,Win
Test # 2177 ,10,33,19,0,0,52.63,4,lbw,3,Colombo (PSS),20-Aug-15,Test,Sri Lanka,Win
Test # 2179 ,18,96,60,3,0,30,4,caught,1,Colombo (SSC),28-Aug-15,Test,Sri Lanka,Win
Test #2179 ,21,87,63,2,0,33.33,4,caught,3,Colombo (SSC),28-Aug-15,Test,Sri Lanka,Win
T20I # 456 ,43,58,27,1,3,159.25,3,caught,1,Dharamsala,02-Oct-15,T20I,South Africa,Lost
T20I # 457,1,3,1,0,0,100,3,run out,1,Cuttack,05-Oct-15,T20I,South Africa,Lost
 ODI # 3689 ,11,29,18,0,0,61.11,4,caught,2,Kanpur,11-Oct-15,ODI,South Africa,Lost
ODI # 3692 ,12,24,18,0,0,66.66,4,run out,1,Indore,14-Oct-15,ODI,South Africa,Win
ODI # 3695 ,77,155,99,5,0,77.77,3,caught,2,Rajkot,18-Oct-15,ODI,South Africa,Lost
ODI # 3698,138,202,140,6,5,98.57,3,caught,1,Chennai,22-Oct-15,ODI,South Africa,Win
 ODI # 3700,7,11,6,0,1,116.66,3,caught,2,Wankhede,25-Oct-15,ODI,South Africa,Lost
 Test #2186 ,1,5,4,0,0,25,4,caught,1,Mohali,05-Nov-15,Test,South Africa,Win
Test # 2186 ,29,92,71,4,0,40.84,4,caught,3,Mohali,05-Nov-15,Test,South Africa,Win
Test #2188 ,,0,0,0,0,0,0,Did Not Bat,0,Bengaluru,14-Nov-15,Test,South Africa,Drawn Match
Test #2189 ,22,73,55,2,0,40,4,caught,1,Nagpur,25-Nov-15,Test,South Africa,Win
Test #2189 ,16,49,30,2,0,53.33,4,caught,3,Nagpur,25-Nov-15,Test,South Africa,Win
Test # 2191 ,44,74,62,7,0,70.96,4,caught,1,Delhi,03-Dec-15,Test,South Africa,Win
Test # 2191,88,259,165,10,0,53.33,5,lbw,3,Delhi,03-Dec-15,Test,South Africa,Win
ODI # 3723 ,91,148,97,9,1,93.81,3,caught,1,Perth,12-Jan-16,ODI,Australia,Lost
ODI # 3724 ,59,84,67,4,0,88.05,3,run out,1,Brisbane,15-Jan-16,ODI,Australia,Lost
ODI # 3725,117,174,117,7,2,100,3,caught,1,Melbourne,17-Jan-16,ODI,Australia,Lost
 ODI # 3726,106,131,92,11,1,115.21,3,caught,2,Canberra,20-Jan-16,ODI,Australia,Lost
 ODI # 3727,8,11,11,1,0,72.72,3,caught,2,Sydney,23-Jan-16,ODI,Australia,Win
 T20I # 485,90,71,55,9,2,163.63,3,not out,1,Adelaide,26-Jan-16,T20I,Australia,Win
 T20I # 486 ,59,44,33,7,1,178.78,3,not out,1,Melbourne,29-Jan-16,T20I,Australia,Win
T20I # 489 ,50,49,36,2,1,138.88,3,bowled,2,Sydney,31-Jan-16,T20I,Australia,Win
T20I # 509 ,7,13,12,1,0,58.33,3,caught,1,Mirpur,24-Feb-16,T20I,Bangladesh,Win
T20I # 512 ,49,71,51,7,0,96.07,3,lbw,2,Mirpur,27-Feb-16,T20I,Pakistan,Win
T20I # 515 ,56,85,47,7,0,119.14,3,not out,2,Mirpur,01-Mar-16,T20I,Sri Lanka,Win
T20I # 517 ,,0,0,0,0,0,0,Did Not Bat,0,Mirpur,03-Mar-16,T20I,U.A.E.,Win
T20I # 521 ,41,62,28,5,0,146.42,3,not out,2,Mirpur,06-Mar-16,T20I,Bangladesh,Win
T20I # 535 ,23,-,27,2,0,85.18,3,caught,2,Nagpur,15-Mar-16,T20I,New Zealand,Lost
T20I # 541 ,55,66,37,7,1,148.64,3,not out,2,Eden Gardens,19-Mar-16,T20I,Pakistan,Win
T20I # 547 ,24,37,24,0,1,100,3,bowled,1,Bengaluru,23-Mar-16,T20I,Bangladesh,Win
T20I # 553 ,82,78,51,9,2,160.78,3,not out,2,Mohali,27-Mar-16,T20I,Australia,Win
T20I # 556 ,89,63,47,11,1,189.36,3,not out,1,Wankhede,31-Mar-16,T20I,West Indies,Lost
Test #2207 ,200,375,283,24,0,70.67,4,bowled,1,North Sound,21-Jul-16,Test,West Indies,Win
Test #2211 ,44,144,90,4,1,48.88,4,caught,2,Kingston,30-Jul-16,Test,West Indies,Drawn Match
Test #2215 ,3,17,8,0,0,37.5,3,caught,1,Gros Islet,09-Aug-16,Test,West Indies,Win
Test #2215 ,4,21,17,0,0,23.52,3,lbw,3,Gros Islet,09-Aug-16,Test,West Indies,Win
Test #2218 ,,0,0,0,0,0,0,Team Did Not Bat,0,Port of Spain,18-Aug-16,Test,West Indies,Drawn Match
T20I # 562 ,16,8,9,3,0,177.77,3,caught,2,Lauderhill,27-Aug-16,T20I,West Indies,Lost
T20I # 563 ,,0,0,0,0,0,0,Did Not Bat,0,Lauderhill,28-Aug-16,T20I,West Indies,No_Result
Test #2221 ,9,12,10,2,0,90,4,caught,1,Kanpur,22-Sep-16,Test,New Zealand,Win
Test #2221 ,18,45,40,3,0,45,4,caught,3,Kanpur,22-Sep-16,Test,New Zealand,Win
Test #2222 ,9,42,28,1,0,32.14,4,caught,1,Eden Gardens,30-Sep-16,Test,New Zealand,Win
Test #2222 ,45,82,65,7,0,69.23,4,lbw,3,Eden Gardens,30-Sep-16,Test,New Zealand,Win
Test #2223 ,211,536,366,20,0,57.65,4,lbw,1,Indore,08-Oct-16,Test,New Zealand,Win
Test #2223 ,17,36,28,1,0,60.71,4,lbw,3,Indore,08-Oct-16,Test,New Zealand,Win
ODI # 3796,85,109,81,9,1,104.93,3,not out,2,Dharamsala,16-Oct-16,ODI,New Zealand,Win
 ODI # 3797,9,18,13,1,0,69.23,3,caught,2,Delhi,20-Oct-16,ODI,New Zealand,Lost
 ODI # 3798,154,202,134,16,1,114.92,3,not out,2,Mohali,23-Oct-16,ODI,New Zealand,Win
 ODI # 3799,45,64,51,2,1,88.23,3,caught,2,Ranchi,26-Oct-16,ODI,New Zealand,Lost
 ODI # 3800,65,152,76,2,1,85.52,3,caught,1,Visakhapatnam,29-Oct-16,ODI,New Zealand,Win
 Test # 2232,40,135,95,5,0,42.1,4,hit wicket,2,Rajkot,09-Nov-16,Test,England,Drawn Match
 Test #2232 ,49,129,98,6,0,50,4,not out,4,Rajkot,09-Nov-16,Test,England,Drawn Match
Test #2235 ,167,401,267,18,0,62.54,4,caught,1,Visakhapatnam,17-Nov-16,Test,England,Win
Test #2235 ,81,172,109,8,0,74.31,4,caught,3,Visakhapatnam,17-Nov-16,Test,England,Win
Test #2238 ,62,161,127,9,0,48.81,4,caught,2,Mohali,26-Nov-16,Test,England,Win
Test #2238 ,6,11,11,0,0,54.54,4,not out,4,Mohali,26-Nov-16,Test,England,Win
Test #2239 ,235,515,340,25,1,69.11,4,caught,2,Wankhede,08-Dec-16,Test,England,Win
Test # 2241,15,44,29,1,0,51.72,4,caught,2,Chennai,16-Dec-16,Test,England,Win
ODI # 3819,122,147,105,8,5,116.19,3,caught,2,Pune,15-Jan-17,ODI,England,Win
 ODI # 3821 ,8,6,5,2,0,160,3,caught,1,Cuttack,19-Jan-17,ODI,England,Win
ODI # 3824,55,81,63,8,0,87.3,3,caught,2,Eden Gardens,22-Jan-17,ODI,England,Lost
 T20I # 592 ,29,34,26,4,0,111.53,1,caught,1,Kanpur,26-Jan-17,T20I,England,Lost
T20I # 593 ,21,17,15,2,1,140,1,caught,1,Nagpur,29-Jan-17,T20I,England,Win
T20I # 594 ,2,6,4,0,0,50,1,run out,1,Bengaluru,01-Feb-17,T20I,England,Win
Test #2249,204,295,246,24,0,82.92,4,lbw,1,Hyderabad,09-Feb-17,Test,Bangladesh,Win
 Test #2249,38,51,40,2,1,95,4,caught,3,Hyderabad,09-Feb-17,Test,Bangladesh,Win
 Test #2250,0,2,2,0,0,0,4,caught,2,Pune,23-Feb-17,Test,Australia,Lost
 Test #2250,13,33,37,1,0,35.13,4,bowled,4,Pune,23-Feb-17,Test,Australia,Lost
 Test #2251,12,25,17,2,0,70.58,4,lbw,1,Bengaluru,04-Mar-17,Test,Australia,Win
 Test #2251,15,34,25,1,0,60,4,lbw,3,Bengaluru,04-Mar-17,Test,Australia,Win
 Test #2256,6,38,23,0,0,26.08,4,caught,2,Ranchi,16-Mar-17,Test,Australia,Drawn Match
 ODI # 3878,81,108,68,6,3,119.11,3,not out,1,Birmingham,04-Jun-17,ODI,Pakistan,Win
 ODI # 3882,0,5,5,0,0,0,3,caught,1,The Oval,08-Jun-17,ODI,Sri Lanka,Lost
 ODI # 3886,76,136,101,7,1,75.24,3,not out,2,The Oval,11-Jun-17,ODI,South Africa,Win
 ODI # 3891,96,96,78,13,0,123.07,3,not out,2,Birmingham,15-Jun-17,ODI,Bangladesh,Win
 ODI # 3894,5,11,9,0,0,55.55,3,caught,2,The Oval,18-Jun-17,ODI,Pakistan,Lost
 ODI # 3895,32,-,47,1,0,68.08,3,not out,1,Port of Spain,23-Jun-17,ODI,West Indies,No_Result
 ODI # 3896,87,-,66,4,4,131.81,3,caught,1,Port of Spain,25-Jun-17,ODI,West Indies,Win
 ODI # 3898,11,-,22,2,0,50,3,caught,1,North Sound,30-Jun-17,ODI,West Indies,Win
 ODI # 3900,3,-,12,0,0,25,3,caught,2,North Sound,02-Jul-17,ODI,West Indies,Lost
 ODI # 3902,111,-,115,12,2,96.52,3,not out,2,Kingston,06-Jul-17,ODI,West Indies,Win
 T20I # 617 ,39,-,22,7,1,177.27,1,caught,1,Kingston,09-Jul-17,T20I,West Indies,Lost
Test #2265 ,3,15,8,0,0,37.5,4,caught,1,Galle,26-Jul-17,Test,Sri Lanka,Win
Test #2265 ,103,158,136,5,1,75.73,4,not out,3,Galle,26-Jul-17,Test,Sri Lanka,Win
Test #2267,13,31,29,2,0,44.82,4,caught,1,Colombo (SSC),03-Aug-17,Test,Sri Lanka,Win
 Test #2269,42,119,84,3,0,50,4,caught,1,Pallekele,12-Aug-17,Test,Sri Lanka,Win
 ODI # 3905,82,-,70,10,1,117.14,3,not out,2,Dambulla,20-Aug-17,ODI,Sri Lanka,Win
 ODI # 3906,4,-,2,1,0,200,5,bowled,2,Pallekele,24-Aug-17,ODI,Sri Lanka,Win
 ODI # 3907,3,-,11,0,0,27.27,3,caught,2,Pallekele,27-Aug-17,ODI,Sri Lanka,Win
 ODI # 3908,131,-,96,17,2,136.45,3,caught,1,Colombo (RPS),31-Aug-17,ODI,Sri Lanka,Win
 ODI # 3909 ,110,-,116,9,0,94.82,3,not out,2,Colombo (RPS),03-Sep-17,ODI,Sri Lanka,Win
T201 # 618 ,82,-,54,7,1,151.85,3,caught,2,Colombo (RPS),06-Sep-17,T20I,Sri Lanka,NULL
ODI # 3910,0,7,4,0,0,0,3,caught,1,Chennai,17-Sep-17,ODI,Australia,Win
 ODI # 3912 ,92,148,107,8,0,85.98,3,bowled,1,Eden Gardens,21-Sep-17,ODI,Australia,Win
ODI # 3914,28,58,35,2,0,80,3,caught,2,Indore,24-Sep-17,ODI,Australia,Win
 ODI # 3917 ,21,23,21,3,0,100,3,bowled,2,Bengaluru,28-Sep-17,ODI,Australia,Lost
ODI # 3919 ,39,73,55,2,0,70.9,3,caught,2,Nagpur,01-Oct-17,ODI,Australia,Win
T20I # 623,22,19,14,3,0,157.14,3,not out,2,Ranchi,07-Oct-17,T20I,Australia,Win
 T20I # 624 ,0,2,2,0,0,0,3,caught,1,Guwahati,10-Oct-17,T20I,Australia,Lost
ODI # 3928 ,121,203,125,9,2,96.8,3,caught,1,Wankhede,22-Oct-17,ODI,New Zealand,Lost
CODI # 3931,29,40,29,3,1,100,3,caught,2,Pune,25-Oct-17,ODI,New Zealand,NULL
 ODI # 3932 ,113,166,106,9,1,106.6,3,caught,1,Kanpur,29-Oct-17,ODI,New Zealand,Win
T20I # 630,26,19,11,0,3,236.36,4,not out,1,Delhi,01-Nov-17,T20I,New Zealand,Win
 T20I # 631,65,59,42,8,1,154.76,4,caught,2,Rajkot,04-Nov-17,T20I,New Zealand,Lost
 T20I # 632 ,13,6,6,1,1,216.66,3,caught,1,Thiruvananthapuram,07-Nov-17,T20I,New Zealand,Win
Test #2281 ,0,18,11,0,0,0,4,lbw,1,Eden Gardens,16-Nov-17,Test,Sri Lanka,Drawn Match
Test #2281 ,104,208,119,12,2,87.39,4,not out,3,Eden Gardens,16-Nov-17,Test,Sri Lanka,Drawn Match
Test #2283 ,213,386,267,17,2,79.77,4,caught,2,Nagpur,24-Nov-17,Test,Sri Lanka,Win
Test #2286 ,243,447,287,25,0,84.66,4,lbw,1,Delhi,02-Dec-17,Test,Sri Lanka,Drawn Match
Test #2286,50,89,58,3,0,86.2,5,caught,3,Delhi,02-Dec-17,Test,Sri Lanka,Drawn Match
Test #2292,5,14,13,0,0,38.46,4,caught,2,Cape Town,05-Jan-18,Test,South Africa,Lost
 Test #2292,28,62,40,4,0,70,4,lbw,4,Cape Town,05-Jan-18,Test,South Africa,Lost
 Test #2293 ,153,379,217,15,0,70.5,4,caught,2,Centurion,13-Jan-18,Test,South Africa,Lost
Test # 2293,5,22,20,1,0,25,4,lbw,4,Centurion,13-Jan-18,Test,South Africa,Lost
 Test #2294 ,54,146,106,9,0,50.94,4,caught,1,Johannesburg,24-Jan-18,Test,South Africa,Win
Test #2294 ,41,131,79,6,0,51.89,5,bowled,3,Johannesburg,24-Jan-18,Test,South Africa,Win
ODI # 3969 ,112,164,119,10,0,94.11,3,caught,2,Durban,01-Feb-18,ODI,South Africa,Win
ODI # 3970 ,46,64,50,4,1,92,3,not out,2,Centurion,04-Feb-18,ODI,South Africa,Win
ODI # 3971 ,160,220,159,12,2,100.62,3,not out,1,Cape Town,07-Feb-18,ODI,South Africa,Win
ODI # 3973 ,75,119,83,7,1,90.36,3,caught,1,Johannesburg,10-Feb-18,ODI,South Africa,Lost
ODI # 3976 ,36,76,54,2,0,66.66,3,run out,1,Gqeberha,13-Feb-18,ODI,South Africa,Win
ODI # 3978 ,129,123,96,19,2,134.37,3,not out,2,Centurion,16-Feb-18,ODI,South Africa,Win
T20I # 652,26,26,20,2,1,130,4,lbw,1,Johannesburg,18-Feb-18,T20I,South Africa,Win
 T20I # 654,1,6,5,0,0,20,4,caught,1,Centurion,21-Feb-18,T20I,South Africa,Lost
 T20I # 678,0,1,2,0,0,0,6,caught,1,Dublin (Malahide),27-Jun-18,T20I,Ireland,Win
 T20I # 680,9,-,8,1,0,112.5,2,caught,1,Dublin (Malahide),29-Jun-18,T20I,Ireland,Win
 T20I # 684 ,20,-,22,0,1,90.9,4,not out,2,Manchester,03-Jul-18,T20I,England,Win
T20I # 688,47,-,38,1,2,123.68,4,caught,1,Cardiff,06-Jul-18,T20I,England,Lost
 T20I # 690 ,43,-,29,2,2,148.27,4,caught,2,Bristol,08-Jul-18,T20I,England,Win
ODI # 4014,75,-,82,7,0,91.46,3,stumped,2,Nottingham,12-Jul-18,ODI,England,Win
 ODI # 4016,45,-,56,2,0,80.35,3,lbw,2,Lord's,14-Jul-18,ODI,England,Lost
 ODI # 4018,71,98,72,8,0,98.61,3,bowled,1,Leeds,17-Jul-18,ODI,England,Lost
 Test #2314 ,149,277,225,22,1,66.22,4,caught,2,Birmingham,01-Aug-18,Test,England,Lost
Test #2314 ,51,185,93,4,0,54.83,4,lbw,4,Birmingham,01-Aug-18,Test,England,Lost
Test #2315 ,23,73,57,2,0,40.35,4,caught,1,Lord's,09-Aug-18,Test,England,Lost
Test #2315 ,17,57,29,2,0,58.62,5,caught,3,Lord's,09-Aug-18,Test,England,Lost
Test #2316 ,97,243,152,11,0,63.81,4,caught,1,Nottingham,18-Aug-18,Test,England,Win
Test #2316 ,103,292,197,10,0,52.28,4,lbw,3,Nottingham,18-Aug-18,Test,England,Win
Test #2317 ,46,100,71,6,0,64.78,4,caught,2,Southampton,30-Aug-18,Test,England,Lost
Test #2317 ,58,170,130,4,0,44.61,4,caught,4,Southampton,30-Aug-18,Test,England,Lost
Test #2318 ,49,112,70,6,0,70,4,caught,2,The Oval,07-Sep-18,Test,England,Lost
Test #2318 ,0,3,1,0,0,0,4,caught,4,The Oval,07-Sep-18,Test,England,Lost
Test #2319 ,139,341,230,10,0,60.43,4,caught,1,Rajkot,04-Oct-18,Test,West Indies,Win
Test #2321 ,45,86,78,5,0,57.69,4,lbw,2,Hyderabad,12-Oct-18,Test,West Indies,Win
Test #2321 ,,0,0,0,0,0,0,Did Not Bat,0,Hyderabad,12-Oct-18,Test,West Indies,Win
ODI # 4056,140,-,107,21,2,130.84,3,stumped,2,Guwahati,21-Oct-18,ODI,West Indies,Win
 ODI # 4059,157,217,129,13,4,121.7,3,not out,1,Visakhapatnam,24-Oct-18,ODI,West Indies,Tied Match
 ODI # 4062,107,-,119,10,1,89.91,3,bowled,2,Pune,27-Oct-18,ODI,West Indies,Lost
 ODI # 4063,16,-,17,2,0,94.11,3,caught,1,Brabourne,29-Oct-18,ODI,West Indies,Win
 ODI # 4064,33,57,29,6,0,113.79,3,not out,2,Thiruvananthapuram,01-Nov-18,ODI,West Indies,Win
 T20I # 712 ,4,-,8,0,0,50,4,caught,2,Brisbane,21-Nov-18,T20I,Australia,Lost
T20I # 713 ,,0,0,0,0,0,0,Team Did Not Bat,0,Melbourne,23-Nov-18,T20I,Australia,No_Result
T20I # 714 ,61,-,41,4,2,148.78,3,not out,2,Sydney,25-Nov-18,T20I,Australia,Win
Test # 2333,3,17,16,0,0,18.75,4,caught,1,Adelaide,06-Dec-18,Test,Australia,Win
 Test #2333,34,132,104,3,0,32.69,4,caught,3,Adelaide,06-Dec-18,Test,Australia,Win
 Test #2334,123,373,257,13,1,47.85,4,caught,2,Perth,14-Dec-18,Test,Australia,Lost
 Test #2334,17,64,40,2,0,42.5,4,caught,4,Perth,14-Dec-18,Test,Australia,Lost
 Test #2337,82,305,204,9,0,40.19,4,caught,1,Melbourne,26-Dec-18,Test,Australia,Win
 Test #2337,0,6,4,0,0,0,4,caught,3,Melbourne,26-Dec-18,Test,Australia,Win
Test #2339,23,-,59,4,0,38.98,4,caught,1,Sydney,03-Jan-19,Test,Australia,Drawn Match
 ODI # 4077,3,10,8,0,0,37.5,3,caught,2,Sydney,12-Jan-19,ODI,Australia,Lost
 ODI # 4078 ,104,150,112,5,2,92.85,3,caught,2,Adelaide,15-Jan-19,ODI,Australia,Win
ODI # 4079 ,46,-,62,3,0,74.19,3,caught,2,Melbourne,18-Jan-19,ODI,Australia,Win
ODI # 4082 ,45,59,59,3,0,76.27,3,caught,2,Napier,23-Jan-19,ODI,New Zealand,Win
ODI # 4085 ,43,59,45,5,0,95.55,3,caught,1,Mount Maunganui,26-Jan-19,ODI,New Zealand,Win
ODI # 4088 ,60,94,74,6,1,81.08,3,caught,2,Mount Maunganui,28-Jan-19,ODI,New Zealand,Win
T20I # 748 ,24,25,17,3,0,141.17,3,caught,1,Visakhapatnam,24-Feb-19,T20I,Australia,Lost
T20I # 749,72,63,38,2,6,189.47,3,not out,1,Bengaluru,27-Feb-19,T20I,Australia,Lost
 ODI # 4102,44,-,45,6,1,97.77,3,lbw,2,Hyderabad,02-Mar-19,ODI,Australia,Win
 ODI # 4106,116,-,120,10,0,96.66,3,caught,1,Nagpur,05-Mar-19,ODI,Australia,Win
 ODI # 4109 ,123,-,95,16,1,129.47,3,bowled,2,Ranchi,08-Mar-19,ODI,Australia,Lost
ODI # 4111 ,7,-,6,1,0,116.66,4,caught,1,Mohali,10-Mar-19,ODI,Australia,Lost
ODI # 4113 ,20,-,22,2,0,90.9,3,caught,2,Delhi,13-Mar-19,ODI,Australia,Lost
ODI # 4150 ,18,44,34,1,0,52.94,3,caught,2,Southampton,05-Jun-19,ODI,South Africa,Win
ODI # 4155 ,82,128,77,4,2,106.49,3,caught,1,The Oval,09-Jun-19,ODI,Australia,Win
ODI # 4161 ,77,105,65,7,0,118.46,3,caught,1,Manchester,16-Jun-19,ODI,Pakistan,Win
ODI # 4169 ,67,105,63,5,0,106.34,3,caught,1,Southampton,22-Jun-19,ODI,Afghanistan,Win
ODI # 4175 ,72,146,82,8,0,87.8,3,caught,1,Manchester,27-Jun-19,ODI,West Indies,Win
ODI # 4179 ,66,103,76,7,0,86.84,3,caught,2,Birmingham,30-Jun-19,ODI,England,Lost
ODI # 4182 ,26,45,27,3,0,96.29,3,caught,1,Birmingham,02-Jul-19,ODI,Bangladesh,Win
ODI # 4187 ,34,61,41,3,0,82.92,3,not out,2,Leeds,06-Jul-19,ODI,Sri Lanka,Win
ODI # 4190 ,1,8,6,0,0,16.66,3,lbw,2,Manchester,09-Jul-19,ODI,New Zealand,Lost
T20I # 842 ,19,-,29,1,0,65.51,3,caught,2,Lauderhill,03-Aug-19,T20I,West Indies,Win
T20I # 843 ,28,-,23,1,1,121.73,3,bowled,1,Lauderhill,04-Aug-19,T20I,West Indies,Win
T20I # 846 ,59,-,45,6,0,131.11,3,caught,2,Providence,06-Aug-19,T20I,West Indies,Win
ODI # 4196 ,,0,0,0,0,0,0,Team Did Not Bat,0,Providence,08-Aug-19,ODI,West Indies,No_Result
ODI # 4197 ,120,179,125,14,1,96,3,caught,1,Port of Spain,11-Aug-19,ODI,West Indies,Win
ODI # 4199 ,114,127,99,14,0,115.15,3,not out,2,Port of Spain,14-Aug-19,ODI,West Indies,Win
Test #2358 ,9,-,12,2,0,75,4,caught,1,North Sound,22-Aug-19,Test,West Indies,Win
Test #2358 ,51,-,113,2,0,45.13,4,caught,3,North Sound,22-Aug-19,Test,West Indies,Win
Test #2359 ,76,211,163,10,0,46.62,4,caught,1,Kingston,30-Aug-19,Test,West Indies,Win
Test #2359 ,0,3,1,0,0,0,4,caught,3,Kingston,30-Aug-19,Test,West Indies,Win
T20I # 888,72,66,52,4,3,138.46,3,not out,2,Mohali,18-Sep-19,T20I,South Africa,Win
 T20I # 893,9,28,15,0,0,60,3,caught,1,Bengaluru,22-Sep-19,T20I,South Africa,Lost
 Test # 2363,20,-,40,4,0,50,4,caught,1,Visakhapatnam,02-Oct-19,Test,South Africa,Win
 Test # 2363,31,-,25,3,1,124,5,not out,3,Visakhapatnam,02-Oct-19,Test,South Africa,Win
 Test #2364 ,254,-,336,33,2,75.59,4,not out,1,Pune,10-Oct-19,Test,South Africa,Win
Test #2365 ,12,-,22,2,0,54.54,4,lbw,1,Ranchi,19-Oct-19,Test,South Africa,Win
Test #2366 ,0,-,2,0,0,0,4,lbw,2,Indore,14-Nov-19,Test,Bangladesh,Win
Test #2369 ,136,-,194,18,0,70.1,4,caught,2,Eden Gardens,22-Nov-19,Test,Bangladesh,Win
T20I # 1020,94,-,50,6,6,188,3,not out,2,Hyderabad,06-Dec-19,T20I,West Indies,Win
 T20I # 1022,19,-,17,2,0,111.76,4,caught,1,Thiruvananthapuram,08-Dec-19,T20I,West Indies,Lost
 T20I # 1024,70,-,29,4,7,241.37,4,not out,1,Wankhede,11-Dec-19,T20I,West Indies,Win
 ODI # 4221,4,-,4,1,0,100,3,bowled,1,Chennai,15-Dec-19,ODI,West Indies,Lost
 ODI # 4222,0,-,1,0,0,0,3,caught,1,Visakhapatnam,18-Dec-19,ODI,West Indies,Win
 ODI # 4223,85,-,81,9,0,104.93,3,bowled,2,Cuttack,22-Dec-19,ODI,West Indies,Win
T20I # 1025 ,,0,0,0,0,0,0,Team Did Not Bat,0,Guwahati,05-Jan-20,T20I,Sri Lanka,No_Result
T20I # 1026 ,30,-,17,1,2,176.47,4,not out,2,Indore,07-Jan-20,T20I,Sri Lanka,Win
T20I # 1027,26,-,17,2,1,152.94,6,run out,1,Pune,10-Jan-20,T20I,Sri Lanka,Win
 ODI # 4231 ,16,-,14,0,1,114.28,4,caught,1,Wankhede,14-Jan-20,ODI,Australia,Lost
ODI # 4232 ,78,-,76,6,0,102.63,3,caught,1,Rajkot,17-Jan-20,ODI,Australia,Win
ODI # 4233 ,89,-,91,8,0,97.8,3,bowled,2,Bengaluru,19-Jan-20,ODI,Australia,Win
T20I # 1031,45,-,32,3,1,140.62,3,caught,2,Auckland,24-Jan-20,T20I,New Zealand,Win
 T20I # 1034,11,21,12,1,0,91.66,3,caught,2,Auckland,26-Jan-20,T20I,New Zealand,Win
 T20I # 1035,38,31,27,2,1,140.74,4,caught,1,Hamilton,29-Jan-20,T20I,New Zealand,Tied Match
 T20I # 1036,11,16,9,2,0,122.22,3,caught,1,Wellington,31-Jan-20,T20I,New Zealand,Tied Match
 ODI # 4235,51,88,63,6,0,80.95,3,bowled,1,Hamilton,05-Feb-20,ODI,New Zealand,Lost
 ODI # 4239,15,31,25,1,0,60,3,bowled,2,Auckland,08-Feb-20,ODI,New Zealand,Lost
 ODI # 4243,9,20,12,0,1,75,3,caught,1,Mount Maunganui,11-Feb-20,ODI,New Zealand,Lost
 Test #2385 ,2,9,7,0,0,28.57,4,caught,1,Wellington,21-Feb-20,Test,New Zealand,Lost
Test # 2385 ,19,61,43,3,0,44.18,4,caught,3,Wellington,21-Feb-20,Test,New Zealand,Lost
Test #2387 ,3,23,15,0,0,20,4,lbw,1,Christchurch,29-Feb-20,Test,New Zealand,Lost
Test #2387 ,14,40,30,3,0,46.66,4,lbw,3,Christchurch,29-Feb-20,Test,New Zealand,Lost
ODI # 4265 ,21,-,21,2,1,100,3,caught,2,Sydney,27-Nov-20,ODI,Australia,Lost
ODI # 4266 ,89,-,87,7,2,102.29,3,caught,2,Sydney,29-Nov-20,ODI,Australia,Lost
ODI # 4267 ,63,-,78,5,0,80.76,3,caught,1,Canberra,02-Dec-20,ODI,Australia,Win
T20I # 1114,9,-,9,1,0,100,3,caught,1,Canberra,04-Dec-20,T20I,Australia,Win
 T20I # 1115,40,-,24,2,2,166.66,3,caught,2,Sydney,06-Dec-20,T20I,Australia,Win
 T20I # 1116,85,-,61,4,3,139.34,3,caught,2,Sydney,08-Dec-20,T20I,Australia,Lost
 Test # 2396,74,244,180,8,0,41.11,4,run out,1,Adelaide,17-Dec-20,Test,Australia,Lost
 Test # 2396,4,13,8,1,0,50,5,caught,3,Adelaide,17-Dec-20,Test,Australia,Lost
Test #2409 ,11,69,48,0,0,22.91,4,caught,2,Chennai,05-Feb-21,Test,England,Lost
Test #2409,72,153,104,9,0,69.23,4,bowled,4,Chennai,05-Feb-21,Test,England,Lost
